lat,lng,name,source,osm_type,osm_id
53.466875,18.769786,,osm,way,147489438
53.467331,18.76965,,osm,way,147489439
53.377877,14.470639,,osm,way,149268208
53.387963,14.445083,,osm,way,149268209
54.531964,18.483474,,osm,way,149554290
51.064699,17.073254,,osm,way,149588229
52.250253,20.924202,,osm,way,149736748
52.251838,20.928848,,osm,way,149736749
50.025235,19.975973,,osm,way,149923412
50.176652,19.537346,,osm,way,149947119
51.84108,16.592146,"Hala Widowiskowo–Sportowa Trapez im. Zbigniewa Białasa",osm,way,150216044
54.316293,18.588754,,osm,way,150731065
51.246745,22.597443,,osm,way,151379186
50.020311,20.006256,,osm,way,151496506
50.212982,19.255937,,osm,way,151735230
50.755399,16.218291,,osm,way,152120175
53.763733,20.469477,,osm,way,152198354
53.76199,20.470752,,osm,way,152198359
50.236988,18.656129,,osm,way,152484307
51.066918,20.250926,,osm,way,152686983
53.759339,20.469091,,osm,way,152748165
54.497785,18.438393,,osm,way,153503765
50.05322,19.923041,,osm,way,154364197
50.301277,19.099378,,osm,way,154726970
50.320434,19.076287,,osm,way,154726982
54.324723,18.583013,,osm,way,155249959
51.76751,19.50353,,osm,way,155591648
52.408352,16.882247,,osm,way,156045309
51.759834,19.534028,,osm,way,156845562
54.545755,18.449773,,osm,way,156869084
54.545705,18.450057,,osm,way,156869086
54.544374,18.455162,,osm,way,156869087
54.544861,18.440833,,osm,way,157030186
54.537253,18.433345,,osm,way,157030199
51.234703,22.513404,,osm,way,157713334
52.368805,16.948417,,osm,way,157829532
51.95749,14.715893,,osm,way,158406311
50.364918,18.846529,,osm,way,158434864
52.092019,21.00277,,osm,way,158579232
51.08315,16.998598,,osm,way,158603993
53.715812,19.982734,,osm,way,158690036
52.362375,21.046164,,osm,way,158829292
52.250815,20.925034,,osm,way,158830933
50.753775,18.888103,,osm,way,159001401
53.120667,18.026327,,osm,way,159469856
51.756844,19.519305,,osm,way,160206901
50.00646,20.004984,,osm,way,160344881
50.274655,19.55974,,osm,way,160620232
50.274689,19.560205,,osm,way,160620233
50.276026,19.579276,,osm,way,160620234
50.041744,19.932052,,osm,way,160962415
54.347243,18.434114,,osm,way,161278335
51.198774,16.206924,,osm,way,161377588
50.214541,19.247725,,osm,way,161463574
49.606067,20.298105,,osm,way,161678146
50.365557,18.85404,,osm,way,162058465
54.548986,18.52597,,osm,way,162214276
50.090055,19.92386,,osm,way,162503322
52.859573,14.392823,,osm,way,162544747
50.037529,19.992857,,osm,way,162592050
51.199443,23.162302,,osm,way,162782948
52.357132,16.945237,,osm,way,162791125
53.452566,14.494726,,osm,way,162797989
53.442462,14.546477,,osm,way,163028602
50.097759,20.059474,,osm,way,163313223
50.044773,19.825038,,osm,way,163416560
54.325824,18.626079,,osm,way,163931553
53.448838,14.513198,,osm,way,164016626
54.674372,18.421578,,osm,way,164111208
54.331486,18.629163,,osm,way,164326428
52.227289,20.941479,,osm,way,164580426
50.160146,19.475998,,osm,way,164813568
51.111694,20.865776,,osm,way,164862451
54.343953,18.361729,,osm,way,164929716
50.276424,18.457408,,osm,way,165017479
54.551445,18.538717,,osm,way,165599247
54.559279,18.509571,,osm,way,165664934
54.492971,18.506432,,osm,way,165702730
54.494189,18.508996,,osm,way,165702732
54.543988,18.53278,,osm,way,165710062
54.558363,18.512119,,osm,way,165726870
54.509496,18.544397,,osm,way,165729603
54.488893,18.530917,,osm,way,165751934
54.500735,18.452786,,osm,way,165753541
54.502758,18.545667,,osm,way,165754338
50.089441,19.922137,,osm,way,165783234
52.231225,20.986704,,osm,way,165819830
50.265038,18.885909,,osm,way,165941026
52.215492,20.996693,,osm,way,166171896
50.223649,18.662821,,osm,way,166258732
52.85436,14.393445,,osm,way,166280284
50.1824,19.479436,,osm,way,166301867
53.446425,14.55225,,osm,way,166372908
51.788856,19.431799,,osm,way,166809129
50.322461,18.775885,,osm,way,167235843
51.568944,21.572434,,osm,way,167245993
51.122164,23.244879,,osm,way,167322317
